CID,카테고리명,KDC분류,KDC분류명
77882,공부의신 사회,37,교육학
77883,공부의신 과학,40,자연과학
77884,공부의신 S수학,41,수학
77885,공부의신 특강,37,교육학
77886,공부의신 VOCA,37,교육학
77887,공부의신 수학,41,수학
77888,속깊은중등,37,교육학
79233,절대공감,37,교육학
77881,공부의신 내신UP,37,교육학
114256,웅진컴퍼스,37,교육학
114260,센치한Listening길들이기,37,교육학
114261,도도한 Reading 길들이기,37,교육학
114291,Early Grammar,37,교육학
77618,위드위드,37,교육학
77818,온수학,41,수학
77836,중학영단어,37,교육학
77609,은파윈쓰리,37,교육학
113541,이룸E&B,37,교육학
163636,숨마 주니어 영어,74,영어
163637,숨마쿰라우데 수학 실전문제집(중등),41,수학
152449,숨마스타트업,37,교육학
113542,숨마_중학수학,41,수학
113543,숨마_중학영어,74,영어
131740,바빠 중학 수학,41,수학
177407,바빠 중학연산,37,교육학
177408,바빠 중학도형,37,교육학
177399,이지스에듀,37,교육학
131739,이지스에듀,37,교육학
77615,이투스그룹,37,교육학
122719,개념이락 수학이락,41,수학
77820,중등수학의바이블,41,수학
175786,수학의바이블_특강,41,수학
175787,똑독국어,37,교육학
175788,BON 과학,40,자연과학
175789,리스닝 마스터,37,교육학
175790,고쟁이 수학(중등),41,수학
175791,렛츠보카,37,교육학
140477,리딩마스터(중등),37,교육학
113244,BOB바이블(중등),37,교육학
132147,기출로 때려잡는,37,교육학
122316,그래머 마스터,37,교육학
135370,최고난도수학(중등),41,수학
116473,이현영어,74,영어
116474,이현영어 매일독해,74,영어
120957,Final 실전모의고사,37,교육학
120954,제니케이스,37,교육학
123568,제이그룹,37,교육학
123569,응가역사,90,역사
114954,ASCENT 어센트,37,교육학
114947,제이앤에스(JNS),37,교육학
121678,족보닷컴,37,교육학
121680,족보닷컴 기출문제집,37,교육학
77595,좋은책신사고,37,교육학
121711,웰컴투그래머(문법),37,교육학
121712,리스닝엔탑(듣기),37,교육학
121713,리딩엔탑(듣기),37,교육학
121714,리딩와이즈(독해),37,교육학
78603,개념쎈(중등),37,교육학
123483,쎈수학_라이트쎈(중등),41,수학
121679,Writing Wise,37,교육학
112957,단꿈영어,74,영어
106553,리딩익스텐션,37,교육학
106554,그래머와이즈,37,교육학
106555,엔탑,37,교육학
112885,별VOCA,37,교육학
169382,쎈수학_베이직(중등),41,수학
179704,와이즈 Wise,37,교육학
164267,우공비 중학 국어,37,교육학
154955,쎈연산(중등),37,교육학
161657,초빈출,37,교육학
77864,쎈수학중등,41,수학
77865,우공비중등,37,교육학
77866,팝콘영어,74,영어
77867,우공비Q,37,교육학
77868,Concept,37,교육학
77869,진짜영문법,37,교육학
77870,일품중등,37,교육학
77871,아톰과학,40,자연과학
77872,스톰사회,37,교육학
125585,좋은콘텐츠,37,교육학
125586,맘에쏙드는기출문제집,37,교육학
77931,A+ RGO,37,교육학
77932,내신 평가문항집,37,교육학
77933,A+ 오키도키,37,교육학
77583,중앙교육진흥연구소,37,교육학
77612,지공신공,37,교육학
77586,지학사,45,지학
148681,특강,45,지학
148682,BEYOND,45,지학
148683,개념있는,45,지학
148684,개념풀특강,45,지학
78776,매칭수학,41,수학
77908,클루,45,지학
77909,평가문제집,45,지학
77910,특강,45,지학
77911,자습서,45,지학
77912,고난도,45,지학
77913,독서평설,45,지학
77914,내신만점,45,지학
77915,The Real English,45,지학
77916,풍산자필수유형,45,지학
77917,교과서뛰어넘기,45,지학
77918,1등급중학국어,45,지학
77919,내책상위의,45,지학
77920,비법,45,지학
77921,쓰기노트,45,지학
149930,풍산자 테스트북,45,지학
149931,풍산자 반복수학,41,수학
149932,풍산자 개념완성,45,지학
149933,한권뚝딱,45,지학
168970,비문학 독해 연습,80,문학
122603,진학사(블랙박스),37,교육학
147661,그림어원(중등),37,교육학
122609,블랙라벨,37,교육학
77607,창비,37,교육학
108783,종합문제집(중등),37,교육학
108784,자습서(중등),37,교육학
108785,내신문제집(중등),37,교육학
77839,똑똑샘국어,37,교육학
77840,탐나는국어,37,교육학
77841,중간/기말고사,37,교육학
77579,천재교육,37,교육학
121710,G코치,37,교육학
181944,시작은하루(중등),37,교육학
178100,하루영어,74,영어
174794,체크체크 N제,37,교육학
185830,바로 시리즈,37,교육학
173390,바로 읽는 독해,37,교육학
173396,바로독해(영어),74,영어
173393,바로 Listening,37,교육학
173394,바로 VOCA(중등),37,교육학
134688,수학의 힘,41,수학
122790,유형격파,37,교육학
115722,올인영어기출,74,영어
135314,최강TOT수학(중등),41,수학
114051,개념 뿌리뽑기,37,교육학
124995,열공중,37,교육학
178699,하루수학,41,수학
178186,하루국어,37,교육학
140611,빅터연산(중등),37,교육학
134547,해결의법칙(중등),37,교육학
182513,7일 끝 중간.기말(중등),37,교육학
181519,하루과학,40,자연과학
106972,빠르게잡는영문법,37,교육학
106973,기출Master,37,교육학
106974,체크체크(교사용),37,교육학
152497,ESC,37,교육학
164268,올백 수학 기출,41,수학
164269,짤강 수학(중등),41,수학
164270,다품(중등),37,교육학
164271,유형체크,37,교육학
164272,연산 더블클릭,37,교육학
164273,바로 쓰는 문법,37,교육학
164274,리딩 인사이트,37,교육학
164275,MY VOCA 1800,37,교육학
164276,비문학 독해 DNA,80,문학
77962,문제집 해법수학,41,수학
77963,Hello 시리즈,37,교육학
77964,로드맵 해법수학,41,수학
77965,체크체크,37,교육학
77966,최고수준 해법수학,41,수학
77967,고입예상문제집,37,교육학
77968,싱크로드,37,교육학
77969,해법 신입생,37,교육학
77970,Listen Up 영어듣기,74,영어
77971,셀파시리즈,37,교육학
77972,2000시리즈,37,교육학
77973,핫이슈 수학,41,수학
77974,기출트렌드,37,교육학
77975,수준별시리즈,37,교육학
77976,해법고입총정리,37,교육학
77977,고입선발 모의고사,37,교육학
77978,스쿨플러스,37,교육학
77979,올인수학기출,41,수학
177625,개념 해결의법칙,37,교육학
177626,유형 해결의법칙,37,교육학
182455,하루사회.역사,90,역사
185833,바로푸는문법,37,교육학
119842,개백수학,41,수학
119846,쉽개수학,41,수학
119836,천재문화,37,교육학
77604,키출판사,37,교육학
122245,매3시리즈,37,교육학
133194,중등수학총정리,41,수학
172591,문법이 쓰기다 서술형,37,교육학
172765,고공행진,37,교육학
160103,문법이 내신이다,37,교육학
160104,구문이 독해다(중등),37,교육학
160105,절대로 영문법,37,교육학
160106,Englishbus 종합독해,37,교육학
160107,매3 수학(중등),41,수학
77845,절대로영문법4200제,37,교육학
77846,절대로영문법Basic,37,교육학
136737,단어가 읽기다(중등),37,교육학
136738,문법이 쓰기다(중등),37,교육학
109642,퍼펙트 Q,37,교육학
109643,퍼펙트 큐 영어 기출 예상 문제집,74,영어
77606,플러스예감,37,교육학
77842,완변그림참고서,37,교육학
77843,수포자도통하는,37,교육학
77859,올플 단공,37,교육학
77860,올플 만점 시리즈,37,교육학
77598,하비스트(올플),37,교육학
77617,하이레벨,37,교육학
119837,학문출판,37,교육학
86497,학문출판,37,교육학
136293,리딩싹,37,교육학
86498,100발100중,37,교육학
129107,특쫑,37,교육학
86499,중간고사,37,교육학
86500,기말고사,37,교육학
120383,내신100점,37,교육학
119847,내신콘서트,37,교육학
120712,기출실전모의고사,37,교육학
124620,툴즈,37,교육학
121429,개념코칭,37,교육학
121428,C&C EDU,37,교육학
160471,중학국어독해,37,교육학
77556,중학논술,37,교육학
129711,논술정기간행물(중등),37,교육학
129710,중학논술/글쓰기,37,교육학
139924,중학연산/도형,37,교육학
77560,중학영어전문교재,74,영어
77623,독해/작문,74,영어
77619,말하기/듣기,74,영어
77622,문법,74,영어
77621,어휘(단어/숙어),74,영어
144587,어휘(단어/숙어),74,영어
77620,NEAT(국가영어능력평가),74,영어
77555,특목고대비,37,교육학
127803,학습/기타,37,교육학
77561,학습자료,37,교육학
77624,공부/학습법,37,교육학
77558,EBS 중등,37,교육학
180054,30일 수학,41,수학
187366,뉴런 고난도,37,교육학
80066,등업신공,37,교육학
77574,라디오 듣기,37,교육학
146720,마이코치,37,교육학
77575,여름방학특강,37,교육학
184743,영어듣기능력평가,74,영어
77571,예비과정,37,교육학
77815,중1예비,37,교육학
77816,중2예비,37,교육학
77817,중3예비,37,교육학
77568,중1,37,교육학
77569,중2,37,교육학
77570,중3,37,교육학
114255,중간.기말시험문제집,37,교육학
141916,중학 뉴런,37,교육학
130155,징검다리(예비고),37,교육학
77573,퍼퍽트 체크업,37,교육학
77809,1학년,37,교육학
77810,2학년,37,교육학
77811,3학년,37,교육학
114254,필독,37,교육학
180053,한장수학,41,수학
106122,ⓔ포스 영어,74,영어
77576,EBS강의교재,37,교육학
113055,EBS한국사검정,90,역사
77577,EBSe방과후영어,74,영어
106118,m포스 수학,41,수학
77578,NEAT_중학,37,교육학
77572,TV중학,37,교육학
77812,1학년,37,교육학
77813,2학년,37,교육학
77814,3학년,37,교육학
38407,청소년,37,교육학
40900,고등학생,20,종교
40901,중학생,20,종교
38490,논술참고도서,37,교육학
38489,수능시험성공수기,32,경제학
40346,"앗, 문화가 보인다!",37,교육학
40348,"앗, 우리 것이 좋은 거야!",37,교육학
40840,"앗, 우리집은 과학탐험대!",40,자연과학
40353,"앗, 이건 예술이야!",60,예술
40349,"앗, 이것만은 내가 최고!",37,교육학
40344,"앗, 이렇게 산뜻한 고전이!",80,문학
40347,"앗, 이렇게 새로운 과학이!",40,자연과학
40352,"앗, 이렇게 생생한 역사가!",90,역사
40351,"앗, 이렇게 신나는 실험이!",37,교육학
40345,"앗, 이렇게 신비한 세계가!",37,교육학
40343,"앗, 이렇게 재미있는 과학이!",40,자연과학
42131,"앗, 이렇게 재미있는 사회가!",37,교육학
40354,"앗, 이렇게 짜릿한 스포츠가!",37,교육학
40350,"앗, 이렇게 폼나는 상식이!",37,교육학
40737,"앗, 이렇게 훌륭한 인물이!",37,교육학
40355,"앗, 한권으로 끝내자!",37,교육학
38868,청소년 경제,37,교육학
38788,청소년 고전,80,문학
56508,청소년 문학,80,문학
57561,청소년 소설,80,문학
57562,청소년 에세이/시,80,문학
38486,청소년 문화/예술,60,예술
38488,청소년 수학/과학,41,수학
38526,청소년 에세이,80,문학
40166,청소년 휴먼스토리,80,문학
38485,청소년 역사,90,역사
38684,청소년 영어,74,영어
38487,청소년 인문/사회,37,교육학
39269,청소년 인물,37,교육학
39253,청소년 자기계발,32,경제학
38484,청소년 철학,10,철학
38567,청소년과 성(性),37,교육학
39145,청소년의 사회생활,37,교육학
38521,청소년의 진로선택,37,교육학
42797,국제중,37,교육학
42707,대안학교,37,교육학
42709,유학/해외연수,37,교육학
42708,특목고,37,교육학
38491,청소년이 쓴 책,37,교육학
39598,학습-고등과정,37,교육학
38699,학습법,37,교육학
39597,학습-중학과정,37,교육학
56386,초등참고서,-1,매핑불가
38814,_초등학교 출판사별,-1,매핑불가
59764,개념원리 쌩큐수학,41,수학
108703,예비중수학,41,수학
45718,개념원리 초등수학,41,수학
74558,초등RPM,41,수학
130352,탑레벨,41,수학
41562,개념원리수학연구소,41,수학
117361,경선식에듀,-1,매핑불가
117362,경선식 영단어 초스피드 암기비법 만화,80,문학
42579,교육중심,-1,매핑불가
46845,일등성 초등수학,41,수학
46895,일등성 그린,-1,매핑불가
108737,표준총정리,-1,매핑불가
108738,표준국가수준,-1,매핑불가
108739,표준중간/기말성취도,-1,매핑불가
108740,수학성취도평가,41,수학
108741,중간/기말기출문제,37,교육학
40899,교학사,-1,매핑불가
46134,와일드,-1,매핑불가
47454,표준완전학습(월간지),-1,매핑불가
45525,마이코치,-1,매핑불가
44773,표준전과,-1,매핑불가
108704,강추단원평가,-1,매핑불가
108705,새로이수학,41,수학
108706,독서기록장,67,음악(음반)
108707,생각먹고맴맴,-1,매핑불가
108708,창의력학습,32,경제학
108709,월간_표준플러스,-1,매핑불가
108710,고득점영재수학,41,수학
45719,드릴만점,-1,매핑불가
74589,창깨비,-1,매핑불가
45921,중간/기말/총정리,-1,매핑불가
45914,OK 독서논술,37,교육학
118984,표준특강,-1,매핑불가
44725,수학경시대회,41,수학
44726,생각의 실타래,-1,매핑불가
108735,수학플러스,41,수학
108736,평가플러스,-1,매핑불가
41482,금성출판사,-1,매핑불가
45528,자신만만 푸르넷 총정리,-1,매핑불가
74795,생명일반,-1,매핑불가
74796,생명세트,-1,매핑불가
40878,기탄시리즈,-1,매핑불가
45249,기탄급수한자,-1,매핑불가
45250,기탄한석봉한자,-1,매핑불가
45251,기탄한글,-1,매핑불가
45252,새기탄국어,-1,매핑불가
45095,기탄큰수학,41,수학
45288,기탄영어,74,영어
45255,스탠퍼드한글떼기,-1,매핑불가
45256,기탄수학,41,수학
47077,기탄국어,-1,매핑불가
59883,기탄생명세트,-1,매핑불가
153878,기탄영역별수학,41,수학
45731,기탄만화교과서,80,문학
74543,생명시리즈,-1,매핑불가
44692,기탄한자,-1,매핑불가
44693,기탄사고력수학,41,수학
44694,스탠퍼드영단어,37,교육학
46071,기탄 세트,-1,매핑불가
58815,길벗스쿨,-1,매핑불가
85580,Advanced,-1,매핑불가
74860,Starter(1.2학년과정),37,교육학
74861,Basic(3.4학년과정),-1,매핑불가
74862,Basic(5.6학년과정),-1,매핑불가
74638,기적의독서논술(전면개정판),37,교육학
125367,미국교과서 핵심영단어,37,교육학
185954,기적_계산법응용UP,-1,매핑불가
185955,기적_역사논술,90,역사
115069,기적_독서법,-1,매핑불가
115065,기적_받아쓰기,-1,매핑불가
115066,기적_일기쓰기,-1,매핑불가
115067,기적_영어일기,74,영어
108711,American Textbook,-1,매핑불가
108712,기적의독서논술,37,교육학
108713,미교받아쓰기,-1,매핑불가
108714,영어패턴익히기,74,영어
108715,영어문장만들기,74,영어
108716,문단열영어회화,74,영어
108717,생각대로영작문,-1,매핑불가
108718,기적의영어단어,74,영어
74574,NEW기적의계산법,-1,매핑불가
74565,NEW미국교과서,-1,매핑불가
74529,Visual Voca,-1,매핑불가
74619,도형계산법,-1,매핑불가
74632,기적의수학문장제,41,수학
130571,기적_맞춤법,-1,매핑불가
119394,기적_명문장따라쓰기,-1,매핑불가
122764,기적의 초등수학,41,수학
185779,미국교과서 리스닝,-1,매핑불가
185780,기적_사이트워드,-1,매핑불가
185781,기적_트레이닝,-1,매핑불가
185782,기적_영어리딩,74,영어
185783,기적_초등영문법,-1,매핑불가
185784,기적_영어일기,74,영어
185785,기적_영어낭독,74,영어
185786,기적_문법+영작,-1,매핑불가
118508,미국교과서 Reading,-1,매핑불가
123298,기적_맨처음영단어,37,교육학
142267,기적_독해력,-1,매핑불가
60131,기적의 초등수학,41,수학
60071,기적의 계산법,-1,매핑불가
111971,기적_한자학습,-1,매핑불가
108782,그림으로쑥쑥영어,74,영어
122671,Starter,-1,매핑불가
118510,Easy,-1,매핑불가
118511,Basic,-1,매핑불가
118512,Advanced,-1,매핑불가
128133,Early,-1,매핑불가
40892,노벨과개미,-1,매핑불가
46121,노벨Q 개념수학,41,수학
46122,노벨Q 실전수학,41,수학
46479,노벨평가,-1,매핑불가
46480,노벨수학,41,수학
45093,수학경시대비 예상문제,41,수학
45145,노벨Q,-1,매핑불가
45613,노벨 바탕 수학,41,수학
74513,달짱수학,41,수학
74514,달짱평가,-1,매핑불가
45487,중간/기말/총정리,-1,매핑불가
60132,노벨수학,41,수학
74409,뉴매쓰,-1,매핑불가
108720,그림으로푸는,-1,매핑불가
108721,네모세모수학,41,수학
108722,교구보드게임,-1,매핑불가
74600,창의력수학_중급,41,수학
85696,창의력수학_고급,41,수학
108742,초급네모세모,41,수학
122636,수학의고수,41,수학
121143,월등한 개념 수학,41,수학
78324,리딩버디,-1,매핑불가
78325,Grammar Bean,-1,매핑불가
78326,Early Bird,-1,매핑불가
78327,리스닝버디,-1,매핑불가
78328,그래머버디,-1,매핑불가
174215,세토한자,-1,매핑불가
175430,세토한국사,90,역사
152447,세토어,-1,매핑불가
174218,사고셈,-1,매핑불가
174219,수능까지 이어지는 수학,41,수학
130658,세토독,-1,매핑불가
74410,능률교육,-1,매핑불가
40893,대교,-1,매핑불가
44901,맞춤 짱수학,41,수학
45551,수학경시대회 예상문제,41,수학
45552,맞춤 신국어,-1,매핑불가
45626,짱 기말고사 학력평가,-1,매핑불가
47423,쌤콕 수학,41,수학
47424,쌤콕 국어,-1,매핑불가
47425,쌤콕 사회,-1,매핑불가
47426,쌤콕 과학,40,자연과학
47427,중간/기말/총정리,-1,매핑불가
47428,쌤콕 세트,-1,매핑불가
47573,쌤콕 30일만에 끝내기,-1,매핑불가
45876,짱 중간 학력평가,-1,매핑불가
45760,쌤콕,-1,매핑불가
74612,쌤콕기출문제집,37,교육학
74613,쌤콕기본서_학기용,-1,매핑불가
45150,맞춤 신수학,41,수학
45152,맞춤 신사회,-1,매핑불가
45153,맞춤 신과학,40,자연과학
44711,맞춤 총정리,-1,매핑불가
111973,대교초등영어,74,영어
74935,전범위,37,교육학
74936,중간범위,37,교육학
74934,전과목세트,-1,매핑불가
74866,원리편,-1,매핑불가
74867,교과서편,-1,매핑불가
74865,심화편,-1,매핑불가
158852,탐깨비,-1,매핑불가
158853,글자바로쓰기,-1,매핑불가
158854,어휘바로알기,-1,매핑불가
158855,도형바로알기,-1,매핑불가
163126,한장 중국어,72,동양어
163127,한장 English BITE,53,공학
45087,반편성 배치고사,-1,매핑불가
45077,문제해결의 길잡이,-1,매핑불가
45386,일꿈,-1,매핑불가
45310,우리학교 총정리,-1,매핑불가
45662,올림피아드,-1,매핑불가
45438,초등 교과서 논술,37,교육학
181987,한장 한국사,90,역사
181988,한장 창의력쏙셈,32,경제학
181989,한장 예비초등,-1,매핑불가
120578,유형맞짱,-1,매핑불가
122070,수학중심,41,수학
162510,문법바로알기,-1,매핑불가
151452,한장한자,-1,매핑불가
141804,하루 한장 독해,-1,매핑불가
45505,우리학교 중간고사,-1,매핑불가
45506,서술형 문제잡기,-1,매핑불가
45499,대한교과서 뿌끄,-1,매핑불가
148774,한장쏙셈,-1,매핑불가
40968,대한교과서,-1,매핑불가
41270,동아서적,-1,매핑불가
46531,월간 다달학습,-1,매핑불가
46867,콕콕 수학 기출문제,41,수학
45877,사회백지도,-1,매핑불가
45605,다달학습 총정리,-1,매핑불가
119843,콕콕수학스토리텔링,41,수학
119844,콕콕수학단원평가,41,수학
45170,콕콕 총정리,-1,매핑불가
45176,중간/기말/총정리,-1,매핑불가
45079,모범 사회학습 백지도,-1,매핑불가
46583,모범 중간/기말/총정리,-1,매핑불가
46524,적중 중간/기말,-1,매핑불가
46518,모범 열린수학,41,수학
45994,모범 여름방학공부,-1,매핑불가
45326,모범 겨울방학공부,-1,매핑불가
45617,모범 총괄평가 총정리,-1,매핑불가
41110,동화사,-1,매핑불가
40895,두산동아,-1,매핑불가
149985,월간백점,-1,매핑불가
122669,차시국어,-1,매핑불가
122670,차시사회,-1,매핑불가
149781,"지금, 국어 독해",-1,매핑불가
150549,초능력,-1,매핑불가
162842,그래머 클리어,-1,매핑불가
162843,초능력 맞춤법+받아쓰기,-1,매핑불가
162844,초능력 수학 연산,41,수학
162845,초능력 국어 독해,-1,매핑불가
162846,초능력 급수 한자,-1,매핑불가
78873,융합사고력수학,41,수학
130542,차이를만드는시간,-1,매핑불가
46140,점프논술,37,교육학
45820,백점맞는 시리즈,-1,매핑불가
45821,영문법을 잡아라,-1,매핑불가
45687,동아 수련장,-1,매핑불가
45665,또 하나의 수학익힘책,41,수학
45535,수학경시대회 예상문제,41,수학
45318,적중기출 중간/기말,37,교육학
44886,동아총정리,-1,매핑불가
44889,동아 큐브시리즈,-1,매핑불가
44768,동아전과,-1,매핑불가
45729,월간 백점맞는 시리즈,-1,매핑불가
45713,동아 알짜북,-1,매핑불가
74562,백점계산력,-1,매핑불가
45900,기출.예상문제 중간/기말,37,교육학
74515,월간백점수학,41,수학
74536,백점시리즈,-1,매핑불가
74537,백점단원평가,-1,매핑불가
74507,중간/기말고사,-1,매핑불가
74627,10일완성,-1,매핑불가
114582,차시수학,41,수학
122873,차시세트,-1,매핑불가
142731,적중단원평가,-1,매핑불가
44957,큐브수학 총정리,41,수학
45059,계산점프,-1,매핑불가
60129,큐브수학,41,수학
60185,백점맞는 단원평가,-1,매핑불가
152319,초능력 비주얼씽킹,-1,매핑불가
122751,수학단원평가,41,수학
122752,차시과학,40,자연과학
46408,큐브수학 올림피아드,41,수학
130001,큐브수학S,41,수학
164782,하이탑(초등),-1,매핑불가
164783,초능력,-1,매핑불가
164784,뜯어먹는 영단어(초등),37,교육학
78692,학업성취도평가,-1,매핑불가
74831,적중기출문제,37,교육학
74832,기출예상문제,37,교육학
74833,총정리,-1,매핑불가
74759,백점국어,-1,매핑불가
74760,백점수학,41,수학
74761,백점과학,40,자연과학
74762,백점슬즐바,-1,매핑불가
74763,백점전과목세트,-1,매핑불가
74764,백점국사과세트,-1,매핑불가
74768,백점사회,-1,매핑불가
74765,문제집국사과,37,교육학
74766,문제집세트,37,교육학
74767,문제집수학,41,수학
130543,큐브단원평가,41,수학
74878,방학잡는,41,수학
44712,큐브수학 기본,41,수학
44713,큐브수학 실력,41,수학
44714,큐브수학 심화,41,수학
174303,큐브S_개념응용,41,수학
130544,큐브S_개념,41,수학
130545,큐브S_발전,41,수학
130546,큐브S_필수,41,수학
139319,큐브S_실력,41,수학
134625,큐브S_심화,41,수학
149987,월간국사과,-1,매핑불가
149988,월간국어,-1,매핑불가
179587,비문학 독해,80,문학
164791,비문학/문학,80,문학
164792,국어 문법,-1,매핑불가
164793,국어 어휘,-1,매핑불가
164794,유리수/방정식/도형,-1,매핑불가
164795,한국사,90,역사
164797,한국사,90,역사
164796,과학,40,자연과학
179585,구구단,-1,매핑불가
179586,연산 분수,-1,매핑불가
114719,융합어휘,-1,매핑불가
114720,융합수학,41,수학
79235,디딤돌수학,41,수학
186109,초등 첫 공부,-1,매핑불가
186110,문법으로 Writing(초등),-1,매핑불가
186111,나는 초등고학년이다,-1,매핑불가
149176,최상위사고력,-1,매핑불가
123570,최상위연산,-1,매핑불가
88526,21만따라하면,-1,매핑불가
149456,최상위수학S,41,수학
46830,초등수학 심화편,41,수학
46853,최상위 초등수학,41,수학
46119,초등수학 응용편,41,수학
46120,초등수학 기본편,41,수학
45839,사과 100점 따먹기,-1,매핑불가
47605,초연산,-1,매핑불가
47429,디딤돌 초등 국사과 세트,-1,매핑불가
47430,디딤돌 초등과학,40,자연과학
47431,디딤돌 초등국어,-1,매핑불가
47432,디딤돌 초등사회,-1,매핑불가
45086,디딤돌 총정리,-1,매핑불가
45520,초등수학 계산과원리,41,수학
45530,초등수학 문제꾸러미,41,수학
45261,디딤돌 초등,-1,매핑불가
45436,독서랑 논술이랑,37,교육학
45763,개념뭉치,-1,매핑불가
45697,생각하는 서술형,-1,매핑불가
45734,수학학력평가 인증시험,41,수학
45927,국수 100점 비벼먹기,-1,매핑불가
45576,초등수학 경시편,41,수학
177009,국사과 통합본,-1,매핑불가
177010,전과목 세트,-1,매핑불가
165599,국어독해력,-1,매핑불가
79234,디딤돌초등,-1,매핑불가
46177,교과서 일등어휘,-1,매핑불가
45075,초등수학 원리편,41,수학
114713,톡!서술형(초등),-1,매핑불가
114714,감각연산,-1,매핑불가
114715,스토리텔링수학,41,수학
114716,창의융합,-1,매핑불가
114717,올림피아드,-1,매핑불가
114718,꼭나오는기출,37,교육학
60146,문제꾸러미,-1,매핑불가
59337,딱풀,-1,매핑불가
46447,최고수 중간/기말 기출,37,교육학
40890,디딤돌,-1,매핑불가
41820,디딤돌넷스쿨,-1,매핑불가
46103,일등성 초등수학,41,수학
47078,우리학교 기출문제,37,교육학
47134,넘버원 유형별 문장제,-1,매핑불가
42809,디앤에이치,-1,매핑불가
186319,마더텅,-1,매핑불가
186320,뿌리깊은(초등),-1,매핑불가
186321,교과서 영단어,37,교육학
186322,영어 받아쓰기.듣기,74,영어
186323,영문법 3800제(초등),-1,매핑불가
186324,영문법 777,-1,매핑불가
186329,국어한자,-1,매핑불가
186330,국어독해력,-1,매핑불가
74414,마법스쿨,-1,매핑불가
74597,원리연산,-1,매핑불가
46822,영재교육원대비,-1,매핑불가
74505,키즈팩토,-1,매핑불가
74506,팩토4~6,-1,매핑불가
113440,안쌤STEAM융합,-1,매핑불가
113441,안쌤의문제해결력,-1,매핑불가
113442,영재성검사,-1,매핑불가
113443,영재성모의고사,-1,매핑불가
113444,키즈팩토,-1,매핑불가
113445,킨더팩토,-1,매핑불가
113446,팩토연산,-1,매핑불가
113447,표.창.수,-1,매핑불가
42567,매스티안,-1,매핑불가
109568,메가북스,-1,매핑불가
178102,세계사,90,역사
178103,사회탐구,33,사회문제
122720,도형력_초등부터,-1,매핑불가
122668,메가통(초등),-1,매핑불가
109570,메가계산력,-1,매핑불가
115064,교과서 스토리 수학,41,수학
178095,1일1독해,-1,매핑불가
178096,메가영단어(초등),37,교육학
178097,메가영문법쓰기,-1,매핑불가
178098,브릿지보카,-1,매핑불가
113176,과학적사고력,40,자연과학
185787,문해력 한문장,-1,매핑불가
110014,예비초등_메가계산력,-1,매핑불가
110015,최상위_메가계산력,-1,매핑불가
130205,메가 어휘력,-1,매핑불가
117228,메가 독서 논술,37,교육학
113544,메가스터디 개념 수학,41,수학
139925,시그니처(초등),-1,매핑불가
130445,메가스터디 초등 영문법,-1,매핑불가
159131,1일1독해,-1,매핑불가
159132,1일1독해 한국사,90,역사
43537,메인북,-1,매핑불가
47434,올림피아드,-1,매핑불가
74771,한끝국어,-1,매핑불가
74772,한끝사회,-1,매핑불가
130292,최상위탑,-1,매핑불가
126345,유형잡기,-1,매핑불가
108502,개념잡기,-1,매핑불가
108503,라이트(초등),-1,매핑불가
108504,오답잡는,-1,매핑불가
108505,개념+유형(1~2학년),37,교육학
108506,파워(초등),-1,매핑불가
124199,비상스페셜세트,-1,매핑불가
162755,이것만알자,-1,매핑불가
151199,교과서 유형잡기,-1,매핑불가
47596,완자 초등사회,-1,매핑불가
45696,한권으로 시작하기 예비중학,-1,매핑불가
46133,완자 초등수학,41,수학
59868,오투 초등과학,40,자연과학
45332,한권으로 끝내기,-1,매핑불가
59786,탐나는 초등수학 파프리카,41,수학
74557,알찬기출문제,37,교육학
47548,개념+유형,-1,매핑불가
47560,완자 초등국어,-1,매핑불가
47562,완자 초등과학,40,자연과학
74527,알찬단원평가,-1,매핑불가
74531,완자,-1,매핑불가
74625,꼭 풀어야 할 유형아작,-1,매핑불가
178404,독해톡,-1,매핑불가
178405,어휘톡,-1,매핑불가
178406,초등수능독해,37,교육학
173661,개념+연산수학,41,수학
108490,스토리텔링수학문제집,41,수학
108491,서술형논술형문제집,37,교육학
108497,리딩스파크_주니어,-1,매핑불가
108498,리더스뱅크_스타터,-1,매핑불가
74769,전과목세트,-1,매핑불가
74770,국사과세트,-1,매핑불가
74773,수학문제서_실력향상,41,수학
74774,수학문제서_최고수준,41,수학
74775,완자수학,41,수학
41390,비유와상징,-1,매핑불가
74418,사피엔스어린이,37,교육학
74614,영단어삼총사,37,교육학
74615,세토독,37,교육학
79671,개념잡는어휘력,37,교육학
74805,글쓰기,-1,매핑불가
74802,창의사고력,-1,매핑불가
74801,상위권수학,41,수학
46138,절대강자,-1,매핑불가
46870,만화 교과서,80,문학
45797,재미붙이기,-1,매핑불가
45629,적중 중간/기말,-1,매핑불가
45398,철저반복수학,41,수학
45193,초등총정리,-1,매핑불가
45864,철저반복한자,-1,매핑불가
45867,철저반복국어,-1,매핑불가
45574,적중 중간고사,-1,매핑불가
74549,철저반복,-1,매핑불가
45053,456 시리즈,-1,매핑불가
111972,기똑수,-1,매핑불가
41182,삼성출판사,-1,매핑불가
116519,세광M,-1,매핑불가
116520,M Plus 수학,41,수학
90105,소마C단계(초3),-1,매핑불가
87245,소마P단계(5~6세),-1,매핑불가
87246,소마A단계(초1),-1,매핑불가
87247,소마K단계(5~6세),-1,매핑불가
